path,client_id,sentence,gender,accents
008SKAAF_arctic_a0016.wav,008SKAAF,There's Fort Churchill a rifle shot beyond the ridge asleep,female_feminine,Arabian
003NJSF_arctic_a0008.wav,003NJSF,Gad your letter came just in time,female_feminine,Spanish
009YBAAM_arctic_a0022.wav,009YBAAM,Hardly were our plans made public before we were met by powerful opposition,male_masculine,Arabian
009YBAAM_arctic_a0009.wav,009YBAAM,He turned sharply and faced Gregson across the table,male_masculine,Arabian
008SKAAF_arctic_a0005.wav,008SKAAF,Will we ever forget it,female_feminine,Arabian
006EBVSM_arctic_a0002.wav,006EBVSM,Not at this particular case Tom apologized Whittemore,male_masculine,Spanish
011ZHAAF_arctic_a0004.wav,011ZHAAF,Lord but I'm glad to see you again Phil,female_feminine,Arabian
010ABAM_arctic_b0526.wav,010ABAM,Thirty pounds said the captain with finality,male_masculine,Arabian
003NJSF_arctic_a0014.wav,003NJSF,Now you're coming down to business Phil he exclaimed,female_feminine,Spanish
004YKWKM_arctic_a0004.wav,004YKWKM,Lord but I'm glad to see you again Phil,male_masculine,Korean
008SKAAF_arctic_a0015.wav,008SKAAF,It's the aurora borealis,female_feminine,Arabian
000HKKM_arctic_a0031.wav,000HKKM,They were three hundred yards apart,male_masculine,Korean
008SKAAF_arctic_a0018.wav,008SKAAF,There was a change now,female_feminine,Arabian
005ERMSM_arctic_a0016.wav,005ERMSM,There's Fort Churchill a rifle shot beyond the ridge asleep,male_masculine,Spanish
007MBMPSF_arctic_a0020.wav,007MBMPSF,Clubs and balls and cities grew to be only memories,female_feminine,Spanish
010ABAM_arctic_b0509.wav,010ABAM,He had fulfilled his duty and paid properly,male_masculine,Arabian
001YDCKF_arctic_a0009.wav,001YDCKF,He turned sharply and faced Gregson across the table,female_feminine,Korean
000HKKM_arctic_a0014.wav,000HKKM,Now you're coming down to business Phil he exclaimed,male_masculine,Korean
010ABAM_arctic_b0522.wav,010ABAM,Nor would it thaw out his hands and feet,male_masculine,Arabian
005ERMSM_arctic_a0013.wav,005ERMSM,He was a head shorter than his companion of almost delicate physique,male_masculine,Spanish
001YDCKF_arctic_a0018.wav,001YDCKF,There was a change now,female_feminine,Korean
011ZHAAF_arctic_a0029.wav,011ZHAAF,Their forces were already moving into the north country,female_feminine,Arabian
006EBVSM_arctic_a0006.wav,006EBVSM,God bless 'em I hope I'll go on seeing them forever,male_masculine,Spanish
011ZHAAF_arctic_a0003.wav,011ZHAAF,For the twentieth time that evening the two men shook hands,female_feminine,Arabian
003NJSF_arctic_a0024.wav,003NJSF,It was my reports from the north which chiefly induced people to buy,female_feminine,Spanish
006EBVSM_arctic_a0012.wav,006EBVSM,Gregson shoved back his chair and rose to his feet,male_masculine,Spanish
000HKKM_arctic_a0025.wav,000HKKM,I was about to do this when cooler judgment prevailed,male_masculine,Korean
002HJKF_arctic_a0011.wav,002HJKF,If I ever needed a fighter in my life I need one now,female_feminine,Korean
003NJSF_arctic_a0020.wav,003NJSF,Clubs and balls and cities grew to be only memories,female_feminine,Spanish
000HKKM_arctic_a0005.wav,000HKKM,Will we ever forget it,male_masculine,Korean
003NJSF_arctic_a0017.wav,003NJSF,From that moment his friendship for Belize turns to hatred and jealousy,female_feminine,Spanish
003NJSF_arctic_a0023.wav,003NJSF,A combination of Canadian capital quickly organized and petitioned for the same privileges,female_feminine,Spanish
011ZHAAF_arctic_a0005.wav,011ZHAAF,Will we ever forget it,female_feminine,Arabian
007MBMPSF_arctic_a0021.wav,007MBMPSF,It fairly clubbed me into recognizing it,female_feminine,Spanish
010ABAM_arctic_b0514.wav,010ABAM,Tomorrow or next day it might he gone,male_masculine,Arabian
004YKWKM_arctic_a0009.wav,004YKWKM,He turned sharply and faced Gregson across the table,male_masculine,Korean
001YDCKF_arctic_a0024.wav,001YDCKF,It was my reports from the north which chiefly induced people to buy,female_feminine,Korean
007MBMPSF_arctic_a0018.wav,007MBMPSF,There was a change now,female_feminine,Spanish
010ABAM_arctic_b0521.wav,010ABAM,And he thought of Oona and of her words,male_masculine,Arabian
009YBAAM_arctic_a0027.wav,009YBAAM,To my surprise he began to show actual enthusiasm in my favor,male_masculine,Arabian
010ABAM_arctic_b0531.wav,010ABAM,I am sure it must have been some adventure,male_masculine,Arabian
000HKKM_arctic_a0016.wav,000HKKM,There's Fort Churchill a rifle shot beyond the ridge asleep,male_masculine,Korean
003NJSF_arctic_a0019.wav,003NJSF,I followed the line of the proposed railroad looking for chances,female_feminine,Spanish
008SKAAF_arctic_a0032.wav,008SKAAF,Since then some mysterious force has been fighting us at every step,female_feminine,Arabian
010ABAM_arctic_b0519.wav,010ABAM,Yea I will tell thee,male_masculine,Arabian
009YBAAM_arctic_a0004.wav,009YBAAM,Lord but I'm glad to see you again Phil,male_masculine,Arabian
001YDCKF_arctic_a0005.wav,001YDCKF,Will we ever forget it,female_feminine,Korean
003NJSF_arctic_a0005.wav,003NJSF,Will we ever forget it,female_feminine,Spanish
006EBVSM_arctic_a0004.wav,006EBVSM,Lord but I'm glad to see you again Phil,male_masculine,Spanish
006EBVSM_arctic_a0020.wav,006EBVSM,Clubs and balls and cities grew to be only memories,male_masculine,Spanish
006EBVSM_arctic_a0008.wav,006EBVSM,Gad your letter came just in time,male_masculine,Spanish
002HJKF_arctic_a0002.wav,002HJKF,Not at this particular case Tom apologized Whittemore,female_feminine,Korean
001YDCKF_arctic_a0008.wav,001YDCKF,Gad your letter came just in time,female_feminine,Korean
005ERMSM_arctic_a0002.wav,005ERMSM,Not at this particular case Tom apologized Whittemore,male_masculine,Spanish
004YKWKM_arctic_a0017.wav,004YKWKM,From that moment his friendship for Belize turns to hatred and jealousy,male_masculine,Korean
008SKAAF_arctic_a0035.wav,008SKAAF,He stopped and Philip nodded at the horrified question in his eyes,female_feminine,Arabian
010ABAM_arctic_b0515.wav,010ABAM,But already he had composed himself,male_masculine,Arabian
006EBVSM_arctic_a0021.wav,006EBVSM,It fairly clubbed me into recognizing it,male_masculine,Spanish
000HKKM_arctic_a0001.wav,000HKKM,Author of the danger trail Philip Steels etc,male_masculine,Korean
008SKAAF_arctic_a0014.wav,008SKAAF,Now you're coming down to business Phil he exclaimed,female_feminine,Arabian
005ERMSM_arctic_a0006.wav,005ERMSM,God bless 'em I hope I'll go on seeing them forever,male_masculine,Spanish
009YBAAM_arctic_a0007.wav,009YBAAM,And you always want to see it in the superlative degree,male_masculine,Arabian
005ERMSM_arctic_a0023.wav,005ERMSM,A combination of Canadian capital quickly organized and petitioned for the same privileges,male_masculine,Spanish
006EBVSM_arctic_a0005.wav,006EBVSM,Will we ever forget it,male_masculine,Spanish
010ABAM_arctic_b0532.wav,010ABAM,That Longfellow chap most likely had written countless books of poetry,male_masculine,Arabian
008SKAAF_arctic_a0036.wav,008SKAAF,She turned in at the hotel,female_feminine,Arabian
004YKWKM_arctic_a0006.wav,004YKWKM,God bless 'em I hope I'll go on seeing them forever,male_masculine,Korean
003NJSF_arctic_a0007.wav,003NJSF,And you always want to see it in the superlative degree,female_feminine,Spanish
003NJSF_arctic_a0011.wav,003NJSF,If I ever needed a fighter in my life I need one now,female_feminine,Spanish
009YBAAM_arctic_a0018.wav,009YBAAM,There was a change now,male_masculine,Arabian
011ZHAAF_arctic_a0002.wav,011ZHAAF,Not at this particular case Tom apologized Whittemore,female_feminine,Arabian
003NJSF_arctic_a0015.wav,003NJSF,It's the aurora borealis,female_feminine,Spanish
001YDCKF_arctic_a0027.wav,001YDCKF,To my surprise he began to show actual enthusiasm in my favor,female_feminine,Korean
007MBMPSF_arctic_a0014.wav,007MBMPSF,Now you're coming down to business Phil he exclaimed,female_feminine,Spanish
006EBVSM_arctic_a0013.wav,006EBVSM,He was a head shorter than his companion of almost delicate physique,male_masculine,Spanish
004YKWKM_arctic_a0002.wav,004YKWKM,Not at this particular case Tom apologized Whittemore,male_masculine,Korean
008SKAAF_arctic_a0001.wav,008SKAAF,Author of the danger trail Philip Steels etc,female_feminine,Arabian
003NJSF_arctic_a0009.wav,003NJSF,He turned sharply and faced Gregson across the table,female_feminine,Spanish
008SKAAF_arctic_a0020.wav,008SKAAF,Clubs and balls and cities grew to be only memories,female_feminine,Arabian
010ABAM_arctic_b0539.wav,010ABAM,You were making them talk shop Ruth charged him,male_masculine,Arabian
003NJSF_arctic_a0001.wav,003NJSF,Author of the danger trail Philip Steels etc,female_feminine,Spanish
005ERMSM_arctic_a0020.wav,005ERMSM,Clubs and balls and cities grew to be only memories,male_masculine,Spanish
003NJSF_arctic_a0025.wav,003NJSF,I was about to do this when cooler judgment prevailed,female_feminine,Spanish
011ZHAAF_arctic_a0018.wav,011ZHAAF,There was a change now,female_feminine,Arabian
010ABAM_arctic_b0518.wav,010ABAM,But there was also talk of witchcraft in the village,male_masculine,Arabian
004YKWKM_arctic_a0018.wav,004YKWKM,There was a change now,male_masculine,Korean
009YBAAM_arctic_a0012.wav,009YBAAM,Gregson shoved back his chair and rose to his feet,male_masculine,Arabian
001YDCKF_arctic_a0013.wav,001YDCKF,He was a head shorter than his companion of almost delicate physique,female_feminine,Korean
004YKWKM_arctic_a0014.wav,004YKWKM,Now you're coming down to business Phil he exclaimed,male_masculine,Korean
010ABAM_arctic_b0533.wav,010ABAM,His abnormal power of vision made abstractions take on concrete form,male_masculine,Arabian
000HKKM_arctic_a0030.wav,000HKKM,I had faith in them,male_masculine,Korean
000HKKM_arctic_a0017.wav,000HKKM,From that moment his friendship for Belize turns to hatred and jealousy,male_masculine,Korean
000HKKM_arctic_a0013.wav,000HKKM,He was a head shorter than his companion of almost delicate physique,male_masculine,Korean
000HKKM_arctic_a0023.wav,000HKKM,A combination of Canadian capital quickly organized and petitioned for the same privileges,male_masculine,Korean
002HJKF_arctic_a0014.wav,002HJKF,Now you're coming down to business Phil he exclaimed,female_feminine,Korean
011ZHAAF_arctic_a0021.wav,011ZHAAF,It fairly clubbed me into recognizing it,female_feminine,Arabian
004YKWKM_arctic_a0010.wav,004YKWKM,I'm playing a single hand in what looks like a losing game,male_masculine,Korean
011ZHAAF_arctic_a0009.wav,011ZHAAF,He turned sharply and faced Gregson across the table,female_feminine,Arabian
006EBVSM_arctic_a0001.wav,006EBVSM,Author of the danger trail Philip Steels etc,male_masculine,Spanish
009YBAAM_arctic_a0006.wav,009YBAAM,God bless 'em I hope I'll go on seeing them forever,male_masculine,Arabian
008SKAAF_arctic_a0026.wav,008SKAAF,It occurred to me that there would have to be an accounting,female_feminine,Arabian
011ZHAAF_arctic_a0027.wav,011ZHAAF,To my surprise he began to show actual enthusiasm in my favor,female_feminine,Arabian
008SKAAF_arctic_a0033.wav,008SKAAF,He unfolded a long typewritten letter and handed it to Gregson,female_feminine,Arabian
000HKKM_arctic_a0027.wav,000HKKM,To my surprise he began to show actual enthusiasm in my favor,male_masculine,Korean
010ABAM_arctic_b0508.wav,010ABAM,In his anxiety and solicitude and love they did not count,male_masculine,Arabian
008SKAAF_arctic_a0029.wav,008SKAAF,Their forces were already moving into the north country,female_feminine,Arabian
000HKKM_arctic_a0024.wav,000HKKM,It was my reports from the north which chiefly induced people to buy,male_masculine,Korean
002HJKF_arctic_a0009.wav,002HJKF,He turned sharply and faced Gregson across the table,female_feminine,Korean
001YDCKF_arctic_a0002.wav,001YDCKF,Not at this particular case Tom apologized Whittemore,female_feminine,Korean
002HJKF_arctic_a0006.wav,002HJKF,God bless 'em I hope I'll go on seeing them forever,female_feminine,Korean
008SKAAF_arctic_a0034.wav,008SKAAF,Men of Selden's stamp don't stop at women and children,female_feminine,Arabian
001YDCKF_arctic_a0020.wav,001YDCKF,Clubs and balls and cities grew to be only memories,female_feminine,Korean
004YKWKM_arctic_a0011.wav,004YKWKM,If I ever needed a fighter in my life I need one now,male_masculine,Korean
004YKWKM_arctic_a0016.wav,004YKWKM,There's Fort Churchill a rifle shot beyond the ridge asleep,male_masculine,Korean
010ABAM_arctic_b0524.wav,010ABAM,So far as flags were concerned they were beyond all jurisdiction,male_masculine,Arabian
009YBAAM_arctic_a0016.wav,009YBAAM,There's Fort Churchill a rifle shot beyond the ridge asleep,male_masculine,Arabian
011ZHAAF_arctic_a0030.wav,011ZHAAF,I had faith in them,female_feminine,Arabian
005ERMSM_arctic_a0004.wav,005ERMSM,Lord but I'm glad to see you again Phil,male_masculine,Spanish
000HKKM_arctic_a0009.wav,000HKKM,He turned sharply and faced Gregson across the table,male_masculine,Korean
005ERMSM_arctic_a0012.wav,005ERMSM,Gregson shoved back his chair and rose to his feet,male_masculine,Spanish
005ERMSM_arctic_a0017.wav,005ERMSM,From that moment his friendship for Belize turns to hatred and jealousy,male_masculine,Spanish
011ZHAAF_arctic_a0008.wav,011ZHAAF,Gad your letter came just in time,female_feminine,Arabian
002HJKF_arctic_a0010.wav,002HJKF,I'm playing a single hand in what looks like a losing game,female_feminine,Korean
011ZHAAF_arctic_a0019.wav,011ZHAAF,I followed the line of the proposed railroad looking for chances,female_feminine,Arabian
010ABAM_arctic_b0520.wav,010ABAM,Hans hurled himself upon the prostrate man striking madly with his fists,male_masculine,Arabian
005ERMSM_arctic_a0014.wav,005ERMSM,Now you're coming down to business Phil he exclaimed,male_masculine,Spanish
007MBMPSF_arctic_a0005.wav,007MBMPSF,Will we ever forget it,female_feminine,Spanish
005ERMSM_arctic_a0024.wav,005ERMSM,It was my reports from the north which chiefly induced people to buy,male_masculine,Spanish
008SKAAF_arctic_a0022.wav,008SKAAF,Hardly were our plans made public before we were met by powerful opposition,female_feminine,Arabian
000HKKM_arctic_a0012.wav,000HKKM,Gregson shoved back his chair and rose to his feet,male_masculine,Korean
003NJSF_arctic_a0022.wav,003NJSF,Hardly were our plans made public before we were met by powerful opposition,female_feminine,Spanish
009YBAAM_arctic_a0015.wav,009YBAAM,It's the aurora borealis,male_masculine,Arabian
006EBVSM_arctic_a0010.wav,006EBVSM,I'm playing a single hand in what looks like a losing game,male_masculine,Spanish
007MBMPSF_arctic_a0013.wav,007MBMPSF,He was a head shorter than his companion of almost delicate physique,female_feminine,Spanish
008SKAAF_arctic_a0031.wav,008SKAAF,They were three hundred yards apart,female_feminine,Arabian
006EBVSM_arctic_a0011.wav,006EBVSM,If I ever needed a fighter in my life I need one now,male_masculine,Spanish
002HJKF_arctic_a0003.wav,002HJKF,For the twentieth time that evening the two men shook hands,female_feminine,Korean
010ABAM_arctic_b0525.wav,010ABAM,New idea he volunteered brand new idea,male_masculine,Arabian
008SKAAF_arctic_a0002.wav,008SKAAF,Not at this particular case Tom apologized Whittemore,female_feminine,Arabian
009YBAAM_arctic_a0008.wav,009YBAAM,Gad your letter came just in time,male_masculine,Arabian
003NJSF_arctic_a0006.wav,003NJSF,God bless 'em I hope I'll go on seeing them forever,female_feminine,Spanish
004YKWKM_arctic_a0019.wav,004YKWKM,I followed the line of the proposed railroad looking for chances,male_masculine,Korean
004YKWKM_arctic_a0021.wav,004YKWKM,It fairly clubbed me into recognizing it,male_masculine,Korean
007MBMPSF_arctic_a0008.wav,007MBMPSF,Gad your letter came just in time,female_feminine,Spanish
010ABAM_arctic_b0516.wav,010ABAM,Zilla relaxed her sour mouth long enough to sigh her satisfaction,male_masculine,Arabian
011ZHAAF_arctic_a0014.wav,011ZHAAF,Now you're coming down to business Phil he exclaimed,female_feminine,Arabian
007MBMPSF_arctic_a0016.wav,007MBMPSF,There's Fort Churchill a rifle shot beyond the ridge asleep,female_feminine,Spanish
010ABAM_arctic_b0530.wav,010ABAM,He had a big chimpanzee that was a winner,male_masculine,Arabian
003NJSF_arctic_a0003.wav,003NJSF,For the twentieth time that evening the two men shook hands,female_feminine,Spanish
000HKKM_arctic_a0004.wav,000HKKM,Lord but I'm glad to see you again Phil,male_masculine,Korean
001YDCKF_arctic_a0025.wav,001YDCKF,I was about to do this when cooler judgment prevailed,female_feminine,Korean
002HJKF_arctic_a0018.wav,002HJKF,There was a change now,female_feminine,Korean
011ZHAAF_arctic_a0023.wav,011ZHAAF,A combination of Canadian capital quickly organized and petitioned for the same privileges,female_feminine,Arabian
002HJKF_arctic_a0004.wav,002HJKF,Lord but I'm glad to see you again Phil,female_feminine,Korean
000HKKM_arctic_a0006.wav,000HKKM,God bless 'em I hope I'll go on seeing them forever,male_masculine,Korean
007MBMPSF_arctic_a0012.wav,007MBMPSF,Gregson shoved back his chair and rose to his feet,female_feminine,Spanish
011ZHAAF_arctic_a0031.wav,011ZHAAF,They were three hundred yards apart,female_feminine,Arabian
002HJKF_arctic_a0013.wav,002HJKF,He was a head shorter than his companion of almost delicate physique,female_feminine,Korean
011ZHAAF_arctic_a0006.wav,011ZHAAF,God bless 'em I hope I'll go on seeing them forever,female_feminine,Arabian
001YDCKF_arctic_a0001.wav,001YDCKF,Author of the danger trail Philip Steels etc,female_feminine,Korean
001YDCKF_arctic_a0004.wav,001YDCKF,Lord but I'm glad to see you again Phil,female_feminine,Korean
001YDCKF_arctic_a0007.wav,001YDCKF,And you always want to see it in the superlative degree,female_feminine,Korean
006EBVSM_arctic_a0003.wav,006EBVSM,For the twentieth time that evening the two men shook hands,male_masculine,Spanish
008SKAAF_arctic_a0019.wav,008SKAAF,I followed the line of the proposed railroad looking for chances,female_feminine,Arabian
010ABAM_arctic_b0538.wav,010ABAM,At the best they were necessary accessories,male_masculine,Arabian
009YBAAM_arctic_a0020.wav,009YBAAM,Clubs and balls and cities grew to be only memories,male_masculine,Arabian
006EBVSM_arctic_a0024.wav,006EBVSM,It was my reports from the north which chiefly induced people to buy,male_masculine,Spanish
007MBMPSF_arctic_a0009.wav,007MBMPSF,He turned sharply and faced Gregson across the table,female_feminine,Spanish
006EBVSM_arctic_a0016.wav,006EBVSM,There's Fort Churchill a rifle shot beyond the ridge asleep,male_masculine,Spanish
007MBMPSF_arctic_a0004.wav,007MBMPSF,Lord but I'm glad to see you again Phil,female_feminine,Spanish
004YKWKM_arctic_a0005.wav,004YKWKM,Will we ever forget it,male_masculine,Korean
001YDCKF_arctic_a0022.wav,001YDCKF,Hardly were our plans made public before we were met by powerful opposition,female_feminine,Korean
005ERMSM_arctic_a0022.wav,005ERMSM,Hardly were our plans made public before we were met by powerful opposition,male_masculine,Spanish
009YBAAM_arctic_a0017.wav,009YBAAM,From that moment his friendship for Belize turns to hatred and jealousy,male_masculine,Arabian
008SKAAF_arctic_a0025.wav,008SKAAF,I was about to do this when cooler judgment prevailed,female_feminine,Arabian
005ERMSM_arctic_a0010.wav,005ERMSM,I'm playing a single hand in what looks like a losing game,male_masculine,Spanish
008SKAAF_arctic_a0010.wav,008SKAAF,I'm playing a single hand in what looks like a losing game,female_feminine,Arabian
002HJKF_arctic_a0017.wav,002HJKF,From that moment his friendship for Belize turns to hatred and jealousy,female_feminine,Korean
011ZHAAF_arctic_a0024.wav,011ZHAAF,It was my reports from the north which chiefly induced people to buy,female_feminine,Arabian
000HKKM_arctic_a0007.wav,000HKKM,And you always want to see it in the superlative degree,male_masculine,Korean
000HKKM_arctic_a0003.wav,000HKKM,For the twentieth time that evening the two men shook hands,male_masculine,Korean
010ABAM_arctic_b0537.wav,010ABAM,But she had become an automaton,male_masculine,Arabian
003NJSF_arctic_a0013.wav,003NJSF,He was a head shorter than his companion of almost delicate physique,female_feminine,Spanish
011ZHAAF_arctic_a0013.wav,011ZHAAF,He was a head shorter than his companion of almost delicate physique,female_feminine,Arabian
008SKAAF_arctic_a0004.wav,008SKAAF,Lord but I'm glad to see you again Phil,female_feminine,Arabian
005ERMSM_arctic_a0003.wav,005ERMSM,For the twentieth time that evening the two men shook hands,male_masculine,Spanish
011ZHAAF_arctic_a0007.wav,011ZHAAF,And you always want to see it in the superlative degree,female_feminine,Arabian
004YKWKM_arctic_a0020.wav,004YKWKM,Clubs and balls and cities grew to be only memories,male_masculine,Korean
008SKAAF_arctic_a0024.wav,008SKAAF,It was my reports from the north which chiefly induced people to buy,female_feminine,Arabian
009YBAAM_arctic_a0024.wav,009YBAAM,It was my reports from the north which chiefly induced people to buy,male_masculine,Arabian
011ZHAAF_arctic_a0012.wav,011ZHAAF,Gregson shoved back his chair and rose to his feet,female_feminine,Arabian
000HKKM_arctic_a0019.wav,000HKKM,I followed the line of the proposed railroad looking for chances,male_masculine,Korean
001YDCKF_arctic_a0023.wav,001YDCKF,A combination of Canadian capital quickly organized and petitioned for the same privileges,female_feminine,Korean
006EBVSM_arctic_a0017.wav,006EBVSM,From that moment his friendship for Belize turns to hatred and jealousy,male_masculine,Spanish
011ZHAAF_arctic_a0001.wav,011ZHAAF,Author of the danger trail Philip Steels etc,female_feminine,Arabian
000HKKM_arctic_a0010.wav,000HKKM,I'm playing a single hand in what looks like a losing game,male_masculine,Korean
005ERMSM_arctic_a0005.wav,005ERMSM,Will we ever forget it,male_masculine,Spanish
001YDCKF_arctic_a0003.wav,001YDCKF,For the twentieth time that evening the two men shook hands,female_feminine,Korean
010ABAM_arctic_b0528.wav,010ABAM,Captain Doane's orders were swiftly obeyed,male_masculine,Arabian
008SKAAF_arctic_a0007.wav,008SKAAF,And you always want to see it in the superlative degree,female_feminine,Arabian
000HKKM_arctic_a0002.wav,000HKKM,Not at this particular case Tom apologized Whittemore,male_masculine,Korean
002HJKF_arctic_a0016.wav,002HJKF,There's Fort Churchill a rifle shot beyond the ridge asleep,female_feminine,Korean
010ABAM_arctic_b0512.wav,010ABAM,You should have seen them when they heard me spitting Chinook,male_masculine,Arabian
001YDCKF_arctic_a0029.wav,001YDCKF,Their forces were already moving into the north country,female_feminine,Korean
000HKKM_arctic_a0018.wav,000HKKM,There was a change now,male_masculine,Korean
007MBMPSF_arctic_a0001.wav,007MBMPSF,Author of the danger trail Philip Steels etc,female_feminine,Spanish
011ZHAAF_arctic_a0010.wav,011ZHAAF,I'm playing a single hand in what looks like a losing game,female_feminine,Arabian
002HJKF_arctic_a0001.wav,002HJKF,Author of the danger trail Philip Steels etc,female_feminine,Korean
009YBAAM_arctic_a0023.wav,009YBAAM,A combination of Canadian capital quickly organized and petitioned for the same privileges,male_masculine,Arabian
009YBAAM_arctic_a0025.wav,009YBAAM,I was about to do this when cooler judgment prevailed,male_masculine,Arabian
005ERMSM_arctic_a0018.wav,005ERMSM,There was a change now,male_masculine,Spanish
001YDCKF_arctic_a0021.wav,001YDCKF,It fairly clubbed me into recognizing it,female_feminine,Korean
004YKWKM_arctic_a0012.wav,004YKWKM,Gregson shoved back his chair and rose to his feet,male_masculine,Korean
001YDCKF_arctic_a0014.wav,001YDCKF,Now you're coming down to business Phil he exclaimed,female_feminine,Korean
011ZHAAF_arctic_a0015.wav,011ZHAAF,It's the aurora borealis,female_feminine,Arabian
010ABAM_arctic_b0517.wav,010ABAM,Eggshell is not good to eat,male_masculine,Arabian
001YDCKF_arctic_a0006.wav,001YDCKF,God bless 'em I hope I'll go on seeing them forever,female_feminine,Korean
000HKKM_arctic_a0026.wav,000HKKM,It occurred to me that there would have to be an accounting,male_masculine,Korean
008SKAAF_arctic_a0012.wav,008SKAAF,Gregson shoved back his chair and rose to his feet,female_feminine,Arabian
002HJKF_arctic_a0005.wav,002HJKF,Will we ever forget it,female_feminine,Korean
005ERMSM_arctic_a0015.wav,005ERMSM,It's the aurora borealis,male_masculine,Spanish
001YDCKF_arctic_a0017.wav,001YDCKF,From that moment his friendship for Belize turns to hatred and jealousy,female_feminine,Korean
008SKAAF_arctic_a0023.wav,008SKAAF,A combination of Canadian capital quickly organized and petitioned for the same privileges,female_feminine,Arabian
000HKKM_arctic_a0028.wav,000HKKM,Robbery bribery fraud,male_masculine,Korean
005ERMSM_arctic_a0001.wav,005ERMSM,Author of the danger trail Philip Steels etc,male_masculine,Spanish
010ABAM_arctic_b0513.wav,010ABAM,He plodded on for half an hour when the hallucination arose again,male_masculine,Arabian
005ERMSM_arctic_a0021.wav,005ERMSM,It fairly clubbed me into recognizing it,male_masculine,Spanish
009YBAAM_arctic_a0013.wav,009YBAAM,He was a head shorter than his companion of almost delicate physique,male_masculine,Arabian
009YBAAM_arctic_a0011.wav,009YBAAM,If I ever needed a fighter in my life I need one now,male_masculine,Arabian
008SKAAF_arctic_a0017.wav,008SKAAF,From that moment his friendship for Belize turns to hatred and jealousy,female_feminine,Arabian
011ZHAAF_arctic_a0011.wav,011ZHAAF,If I ever needed a fighter in my life I need one now,female_feminine,Arabian
011ZHAAF_arctic_a0032.wav,011ZHAAF,Since then some mysterious force has been fighting us at every step,female_feminine,Arabian
007MBMPSF_arctic_a0015.wav,007MBMPSF,It's the aurora borealis,female_feminine,Spanish
009YBAAM_arctic_a0010.wav,009YBAAM,I'm playing a single hand in what looks like a losing game,male_masculine,Arabian
006EBVSM_arctic_a0022.wav,006EBVSM,Hardly were our plans made public before we were met by powerful opposition,male_masculine,Spanish
006EBVSM_arctic_a0019.wav,006EBVSM,I followed the line of the proposed railroad looking for chances,male_masculine,Spanish
011ZHAAF_arctic_a0022.wav,011ZHAAF,Hardly were our plans made public before we were met by powerful opposition,female_feminine,Arabian
007MBMPSF_arctic_a0011.wav,007MBMPSF,If I ever needed a fighter in my life I need one now,female_feminine,Spanish
001YDCKF_arctic_a0012.wav,001YDCKF,Gregson shoved back his chair and rose to his feet,female_feminine,Korean
000HKKM_arctic_a0022.wav,000HKKM,Hardly were our plans made public before we were met by powerful opposition,male_masculine,Korean
007MBMPSF_arctic_a0003.wav,007MBMPSF,For the twentieth time that evening the two men shook hands,female_feminine,Spanish
001YDCKF_arctic_a0011.wav,001YDCKF,If I ever needed a fighter in my life I need one now,female_feminine,Korean
003NJSF_arctic_a0021.wav,003NJSF,It fairly clubbed me into recognizing it,female_feminine,Spanish
008SKAAF_arctic_a0011.wav,008SKAAF,If I ever needed a fighter in my life I need one now,female_feminine,Arabian
010ABAM_arctic_b0529.wav,010ABAM,Come on Del Mar challenged,male_masculine,Arabian
008SKAAF_arctic_a0028.wav,008SKAAF,Robbery bribery fraud,female_feminine,Arabian
009YBAAM_arctic_a0014.wav,009YBAAM,Now you're coming down to business Phil he exclaimed,male_masculine,Arabian
009YBAAM_arctic_a0021.wav,009YBAAM,It fairly clubbed me into recognizing it,male_masculine,Arabian
008SKAAF_arctic_a0021.wav,008SKAAF,It fairly clubbed me into recognizing it,female_feminine,Arabian
002HJKF_arctic_a0019.wav,002HJKF,I followed the line of the proposed railroad looking for chances,female_feminine,Korean
009YBAAM_arctic_a0003.wav,009YBAAM,For the twentieth time that evening the two men shook hands,male_masculine,Arabian
003NJSF_arctic_a0016.wav,003NJSF,There's Fort Churchill a rifle shot beyond the ridge asleep,female_feminine,Spanish
005ERMSM_arctic_a0019.wav,005ERMSM,I followed the line of the proposed railroad looking for chances,male_masculine,Spanish
006EBVSM_arctic_a0018.wav,006EBVSM,There was a change now,male_masculine,Spanish
007MBMPSF_arctic_a0017.wav,007MBMPSF,From that moment his friendship for Belize turns to hatred and jealousy,female_feminine,Spanish
004YKWKM_arctic_a0003.wav,004YKWKM,For the twentieth time that evening the two men shook hands,male_masculine,Korean
007MBMPSF_arctic_a0006.wav,007MBMPSF,God bless 'em I hope I'll go on seeing them forever,female_feminine,Spanish
004YKWKM_arctic_a0008.wav,004YKWKM,Gad your letter came just in time,male_masculine,Korean
005ERMSM_arctic_a0011.wav,005ERMSM,If I ever needed a fighter in my life I need one now,male_masculine,Spanish
